,State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Power_Parity,sex_ratio,literacy_rate
492,Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1914586,1882531,2239902,1242632,85785,3119590,650261,4453,1629,9989,336,233701,5956,44008,460210,637015,526973,306046,188848,176414,2310783,1118891,4190,98.0,59.0
493,Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1630087,1478280,1773584,1124744,49243,2732016,363453,3574,1204,920,31,99466,3476,28719,501457,512965,415378,240024,136688,101934,1915619,1130103,3620,91.0,57.0
494,Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,1921857,1754984,2403903,1220708,168764,3107681,546987,7696,3309,1146,298,336056,19214,57583,467782,608174,557052,447926,351391,281652,2748818,906367,5059,91.0,65.0
495,Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,291081,331425,436497,298211,4312,611250,7752,1895,256,201,6,109876,1830,9858,90864,120029,115810,76148,53026,37742,495882,109556,742,114.0,70.0
496,Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,124326,135572,179483,123638,2991,257509,1440,397,46,102,16,47083,435,3595,38113,47788,50340,31224,20785,10900,199825,49539,281,109.0,69.0
497,Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,193991,197614,280556,180940,5384,385818,4395,428,323,190,23,71524,899,5582,47447,68435,67519,47703,32557,27168,293196,61950,467,102.0,72.0
498,Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,131125,128523,177726,99566,1570,249563,8693,870,336,24,6,37725,548,3159,36127,48093,45766,23610,18360,15110,188383,62429,309,98.0,68.0
499,Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,239306,244133,345550,216490,6055,475105,6015,1401,260,185,30,95421,1344,7932,63591,87585,90983,56591,42086,28375,371448,88036,631,102.0,71.0
500,Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,297986,320945,407994,280442,4021,609835,7374,656,290,32,109,117239,1366,7831,72163,103462,95417,74008,58434,30704,436261,133013,743,108.0,66.0
501,Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,858783,790119,1037839,591458,26396,1104452,372267,6064,162768,505,159,254802,7883,28053,179602,302653,232381,169274,113661,111062,1120419,438598,1805,92.0,63.0
502,Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,168597,161489,215126,157276,3122,324859,3554,353,167,563,105,52621,602,4104,43442,46625,47640,30901,24989,18882,213460,83896,356,96.0,65.0
503,West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1838095,1758579,2232992,1466220,61386,3033581,290450,3865,386,260,260694,334670,4273,34128,450029,545200,686924,261478,143882,133465,2241357,1417787,3959,96.0,62.0
504,West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,3966889,3750674,5247208,2911251,124558,6008472,1599764,21220,16675,1602,44968,1049943,32323,141387,800473,1437198,1605634,698251,405935,439823,5449930,2196886,13547,95.0,68.0
505,West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1790920,1711484,2158447,1331603,65062,2181515,1298054,10906,582,258,6051,333752,5210,39636,417769,661190,622372,245201,122865,115743,2200345,1346802,3911,96.0,62.0
506,West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,857199,819077,1083685,702987,32290,1232850,412788,24794,276,148,2786,168069,2518,24318,247675,323965,327064,135556,63286,52345,1155081,534394,2039,96.0,65.0
507,West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,937259,909564,1315585,683726,16579,1366681,105086,141848,2032,209240,15523,297176,10943,38065,183479,344865,402415,176129,113905,110193,1343837,415353,3146,97.0,71.0
508,West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,2500819,2349210,3605206,1819845,297774,3535844,1270641,8666,4380,1258,1265,796953,30751,99261,516323,1059842,1084155,446743,284481,304594,3733165,926661,9414,94.0,74.0
509,West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,2814653,2704492,4078388,2152870,111828,4574569,870204,7300,2662,1730,49050,965258,31725,118459,676265,1172797,1174912,515807,333658,380060,4297751,1180806,9450,96.0,74.0
510,West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1983064,1889782,2498780,1512910,30090,3156781,445817,186279,2994,50676,23816,382500,9322,48818,455854,765613,814395,292056,150360,129393,2626587,1203423,5160,95.0,65.0
511,West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,2356766,2139928,3588137,1795740,68438,3440290,926414,39758,13849,4771,1452,927602,136618,252644,255171,597841,820902,555529,425245,691804,3436193,410988,16375,91.0,80.0
512,West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,2051541,1937304,2086432,1537847,196687,1914352,2045151,13209,747,359,7929,297716,5357,63525,478902,629137,595551,238078,109719,92207,2161924,1960034,4191,94.0,52.0
513,West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,3627564,3476243,4055834,2589907,466007,2359061,4707573,18102,766,348,7429,541169,7951,79729,837828,1428661,1210859,443254,230242,170051,4346870,3031841,8088,96.0,57.0
514,West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,2653768,2513832,3480555,1842607,169138,3728482,1382682,33835,849,514,16893,623729,12787,77210,605490,1093403,1052487,412193,236828,209562,3635454,1570127,7048,95.0,67.0
515,West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1496996,1433119,1624905,1249642,87560,2373120,227249,8646,622,209,309029,189889,3551,32862,299355,480046,528068,177459,91807,77621,1664428,1272799,3309,96.0,55.0
516,West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1551066,1456068,1489667,1075626,37978,1482943,1501170,16702,477,432,1622,199307,2883,31210,402590,488047,422777,163106,73395,59457,1622095,1431264,3214,94.0,50.0
